Number of true negative reads: 1857.

id	correct_species_taxid	correct_genus_taxid	script_species_taxid	script_genus_taxid
ad0367e1-d58a-937b-ddc7-ff918af34aad	-	-	*	*
c6d1d850-2d5e-56fc-118f-a4cf15671736	-	-	*	*
206f8626-c371-47ab-d4f4-0eb325f993df	-	-	*	*
e787e2d6-5398-7a0b-0b8e-0a929c14039b	-	-	*	*
83767a5a-94db-ac54-8720-739d804f4564	-	-	*	*
a164067e-83be-f860-82a9-95f81400d977	-	-	*	*
bfe448bb-7c88-0ed5-27bf-ea9f92cae0ba	-	-	*	*
03679e0c-59d8-3cfb-cd97-24598a5b65f5	-	-	*	*
211f193f-97bf-ef1a-7249-4b10730234c8	-	-	*	*
8f4bad1b-b903-37aa-f067-898c67d2481f	-	-	*	*
f6a219e5-c519-cbbb-47b8-87d439ad1e31	-	-	*	*
7490c41f-f991-fea9-945c-c04192dcf33a	-	-	*	*
7b3cf1b6-6dee-458f-4f19-1b60e90d7548	-	-	*	*
e34ec921-bb50-7d54-98db-695e8142d8c3	-	-	*	*
4767d0c7-dc1d-b3f7-3b69-84988d13644e	-	-	*	*
a5a03019-eab9-f582-7d63-4b36351f0126	-	-	*	*
7e6ba97d-47de-1b38-b98e-9b5426064236	-	-	*	*
23fbb30d-4ea7-9a16-194f-82fef11321d2	-	-	*	*
28b4d83a-18e2-75fe-8c71-b01611696916	-	-	*	*
89c8afbb-cdc5-968d-b365-56fba9a8cc22	-	-	*	*
0769599d-9faa-2983-b6ea-26c610bdd32f	-	-	*	*
83bf66f9-be44-9abf-cb73-857d6c9d6b6a	-	-	*	*
1f46a681-0c9d-58d1-8e88-c208a8028df2	-	-	*	*
4da9afb0-6979-96cd-da4d-39308b9258e4	-	-	*	*
59bad8ae-7f62-ab05-7bdf-1be483fe1230	-	-	*	*
240c6875-7de1-2791-042a-30c299b60c8a	-	-	*	*
46035ca1-e6d0-4412-6e0e-7b26e11ac630	-	-	*	*
cd14899b-d3a6-a06b-e9c1-295cd1abe543	-	-	*	*
c7f599fe-e8d4-6d07-25b7-3a4c8a03457d	-	-	*	*
6fa694eb-58c9-fa68-ad78-5d60a821b21e	-	-	*	*
22f58d60-f334-4950-9bd7-9a5af09812a9	-	-	*	*
43162d8b-1b12-7559-d414-ed1f529753e1	-	-	*	*
9510531c-633a-adcb-5e7e-0c3402d98ad3	-	-	*	*
b5e549ed-657b-1b8c-0f46-f0291fe28767	-	-	*	*
17e707ba-fb32-c4d5-ba26-b0935e39e405	-	-	*	*
fa6ded81-db31-46ab-055f-cc1ccda61b5a	-	-	*	*
b4ddb192-d8f6-ad0c-f03d-886bee9aa745	-	-	*	*
d96757a8-647c-ad4e-de6f-60e2b0364cb3	-	-	*	*
b754d65b-8f5d-24c4-8efc-1d6b6002fd1d	-	-	*	*
219fdc68-5dc3-1786-c21b-48213eeca299	-	-	*	*
9f992ea7-0309-ad84-6885-8593a194213c	-	-	*	*
